field_of_study,gpa,python,java,c_cpp,sql,machine_learning,data_analysis,cloud_computing,cybersecurity,web_development,devops,networking,communication,leadership,problem_solving,teamwork,adaptability,tech_total,soft_total,tech_soft_ratio,ds_score,da_score,da_score_v2,ba_score,mle_score,de_score,se_score,ce_score,is_data_engineer,is_data_analyst,is_software_dev,is_cloud_expert,is_heavy_ml,is_data_expert,dev_vs_data,ml_vs_dev,analytics_no_infra,infra_no_analytics,da_vs_ds
Cybersecurity,2.83,1,1,0,1,1,0,1,1,1,1,1,3,4,4,2,5,9,18,0.47368421052631576,4,5,6,11,5,9,6,6,1,0,1,1,1,0,1,-1,-1,3,-1
Computer Science,2.77,0,1,0,1,1,0,1,0,1,1,1,1,5,5,2,3,7,16,0.4117647058823529,3,3,3,10,4,8,5,5,1,0,1,1,0,0,1,-1,-1,3,-1
Cybersecurity,2.73,1,1,0,0,0,0,1,0,0,0,1,4,1,1,5,2,4,13,0.2857142857142857,1,4,7,9,2,6,5,4,0,0,1,0,0,0,1,-1,-1,2,0
Computer Science,3.03,0,0,0,0,0,1,1,0,0,0,1,2,2,3,2,1,3,10,0.2727272727272727,1,4,6,10,1,4,1,3,0,0,0,0,0,0,-1,0,0,1,1
Data Science,2.95,1,1,0,1,1,0,1,1,1,1,1,3,3,5,2,3,9,16,0.5294117647058824,4,5,6,11,5,9,6,6,1,0,1,1,1,0,1,-1,-1,3,-1
Computer Science,3.73,1,0,0,0,1,1,1,0,0,0,0,4,1,4,2,4,4,15,0.25,4,6,8,12,4,3,1,1,0,0,0,0,1,0,-1,1,0,0,0
Software Engineering,2.53,0,1,0,1,1,0,0,1,0,0,0,2,1,1,1,3,4,8,0.4444444444444444,3,4,6,5,2,3,3,1,0,0,1,0,0,0,0,0,1,0,-1
AI,3.08,0,0,1,1,1,0,0,1,1,1,1,5,5,1,3,1,7,15,0.4375,3,7,8,14,3,6,4,4,0,0,1,0,0,0,1,0,0,2,-1
Cybersecurity,3.11,1,0,0,1,1,0,0,0,1,1,1,2,1,1,5,1,6,10,0.5454545454545454,4,4,6,3,4,7,4,3,0,0,1,0,1,0,0,0,0,2,-1
Data Science,3.17,0,1,0,1,1,1,0,1,1,1,1,3,5,3,1,2,8,14,0.5333333333333333,4,7,8,13,3,5,4,3,0,0,0,0,0,1,0,-1,1,1,0
Computer Science,3.68,0,0,0,1,0,1,1,1,0,0,1,2,1,4,4,1,5,12,0.38461538461538464,2,6,8,10,1,6,1,4,0,1,0,0,0,1,-2,0,1,1,1
Cybersecurity,3.11,0,0,1,0,1,0,0,0,0,0,1,2,2,2,3,3,3,12,0.23076923076923078,2,2,4,7,2,2,2,1,0,0,0,0,0,0,1,1,0,1,-1
Software Engineering,3.77,1,1,1,0,0,0,0,1,0,0,0,4,5,4,1,2,4,16,0.23529411764705882,1,4,8,16,1,3,6,2,0,0,1,0,0,0,2,-1,0,0,0
AI,2.72,1,1,1,0,0,1,0,0,1,1,1,2,4,4,3,5,7,18,0.3684210526315789,2,4,7,11,2,5,7,3,0,0,0,0,0,0,2,-2,0,1,1
Cybersecurity,3.39,1,1,0,0,1,1,0,0,1,0,1,3,3,4,1,1,6,12,0.46153846153846156,4,5,8,12,3,2,5,0,0,0,0,0,1,0,1,-1,1,0,0
Cybersecurity,3.17,0,0,1,1,1,1,1,1,1,0,1,2,2,4,4,2,8,14,0.5333333333333333,4,6,7,10,3,5,3,3,0,0,0,0,0,1,0,0,1,1,0
AI,3.95,0,1,1,1,0,0,1,1,1,0,0,5,5,5,2,4,6,21,0.2727272727272727,1,7,9,20,1,6,7,4,0,0,1,0,0,0,2,-2,0,1,0
AI,2.79,0,0,0,1,1,1,1,0,1,1,0,5,4,2,3,5,6,19,0.3,4,9,9,15,4,6,2,3,1,0,0,1,0,1,-1,0,0,1,0
AI,3.87,0,1,1,0,1,0,0,0,0,0,0,3,5,5,1,2,3,16,0.17647058823529413,2,3,5,15,2,1,4,0,0,0,1,0,0,0,2,0,0,0,-1
AI,3.76,1,1,0,1,1,0,1,0,1,0,1,2,1,2,1,1,7,7,0.875,4,4,6,5,4,7,6,3,0,0,1,0,1,0,1,-1,0,2,-1
Software Engineering,3.34,1,1,0,1,1,1,1,0,0,0,1,2,3,2,1,5,7,13,0.5,5,6,8,8,4,6,3,2,0,0,0,0,1,1,-1,0,1,1,0
Software Engineering,2.57,0,0,1,0,0,0,1,1,1,1,1,1,4,2,4,1,6,12,0.46153846153846156,0,1,2,7,2,7,5,7,0,0,1,1,0,0,2,-1,-2,3,0
Data Science,3.19,1,1,1,0,1,1,0,1,1,0,0,4,4,1,4,4,7,17,0.3888888888888889,4,6,9,12,3,1,6,0,0,0,0,0,1,0,2,-1,1,-1,0
Data Science,3.58,1,0,1,1,1,1,1,0,0,0,0,5,1,4,3,3,6,16,0.35294117647058826,5,9,11,14,4,5,2,1,0,0,0,0,1,1,-1,1,1,0,0
Software Engineering,3.79,1,0,1,0,1,1,1,0,1,1,1,3,4,3,1,5,8,16,0.47058823529411764,4,5,6,11,5,6,4,4,0,0,0,1,1,0,1,0,-1,2,0
Data Science,2.97,1,1,1,1,0,1,1,1,1,1,0,3,2,3,2,5,9,15,0.5625,3,7,9,10,3,8,7,5,1,1,0,1,0,1,1,-2,0,1,1
Data Science,3.61,1,0,0,1,1,1,1,0,0,0,0,2,3,4,3,4,5,16,0.29411764705882354,5,6,8,10,4,5,1,1,0,0,0,0,1,1,-2,1,1,0,0
Computer Science,3.31,1,0,0,1,1,1,1,0,0,0,0,5,3,3,3,4,5,18,0.2631578947368421,5,9,11,15,4,5,1,1,0,0,0,0,1,1,-2,1,1,0,0
AI,3.88,0,0,0,0,0,1,1,1,1,0,0,1,4,2,4,2,4,13,0.2857142857142857,1,3,5,9,1,3,3,3,0,0,0,0,0,0,0,-1,0,0,1
Cybersecurity,2.5,1,0,1,0,1,1,0,1,0,1,1,4,3,3,3,2,7,15,0.4375,4,6,8,12,4,4,2,3,0,0,0,0,1,0,0,1,0,1,0
Computer Science,3.07,1,0,0,1,1,1,1,1,0,0,0,2,3,4,5,4,6,18,0.3157894736842105,5,6,8,10,4,5,1,2,0,0,0,0,1,1,-2,1,1,0,0
Data Science,3.71,0,1,1,0,0,0,0,1,0,1,0,1,3,2,1,2,4,9,0.4,0,1,3,6,1,4,5,4,0,0,1,0,0,0,2,-1,-1,1,0
AI,3.49,1,0,0,1,0,0,1,0,1,1,0,4,5,5,3,1,5,18,0.2631578947368421,2,6,8,16,3,9,5,5,1,0,1,1,0,0,0,-1,-1,2,0
AI,3.47,0,0,0,1,1,1,0,1,1,0,1,3,2,3,3,3,6,14,0.4,4,7,9,11,2,3,2,1,0,0,0,0,0,1,-1,0,2,0,0
Data Science,2.7,1,0,0,1,0,1,1,1,0,1,1,3,1,3,2,5,7,14,0.4666666666666667,3,7,9,9,3,9,2,6,1,1,0,1,0,1,-2,0,0,2,1
AI,2.94,0,1,0,1,0,0,0,1,0,1,0,2,4,5,2,2,4,15,0.25,1,4,6,12,1,6,4,4,0,0,1,0,0,0,0,-1,0,1,0
Software Engineering,3.74,0,1,0,0,0,0,1,1,0,0,0,1,1,1,4,5,3,12,0.23076923076923078,0,1,3,4,1,4,4,4,0,0,1,0,0,0,1,-1,-1,1,0
Data Science,3.41,1,1,0,0,1,1,0,0,0,1,0,1,1,4,2,4,5,12,0.38461538461538464,4,3,5,5,4,3,3,1,0,0,0,0,1,0,0,0,0,0,0
Computer Science,3.09,1,0,0,1,0,1,1,0,1,0,0,5,4,5,3,3,5,20,0.23809523809523808,3,9,12,19,2,6,4,2,0,1,0,0,0,1,-1,-1,1,0,1
Cybersecurity,2.95,0,1,0,1,1,0,1,1,1,0,0,2,5,1,1,2,6,11,0.5,3,4,5,9,3,5,5,3,0,0,1,0,0,0,1,-1,0,1,-1
Data Science,3.31,1,0,1,1,1,1,0,0,1,0,0,5,3,5,1,1,6,15,0.375,5,9,12,17,3,3,4,-1,0,0,0,0,1,1,0,0,2,-1,0
Data Science,2.78,1,0,0,0,1,1,0,1,1,0,0,5,4,4,4,1,5,18,0.2631578947368421,4,7,10,17,3,1,3,0,0,0,0,0,1,0,0,0,1,-1,0
AI,2.72,1,0,1,1,1,0,0,1,1,0,1,5,1,1,2,4,7,13,0.5,4,7,10,10,3,5,5,2,0,0,1,0,1,0,1,0,1,1,-1
Cybersecurity,2.97,1,0,1,1,0,0,0,0,1,0,0,2,1,4,1,4,4,12,0.3076923076923077,2,4,8,8,1,5,6,1,0,0,1,0,0,0,1,-1,1,0,0
Software Engineering,2.73,1,1,1,0,0,0,1,1,0,0,0,2,2,3,3,2,5,12,0.38461538461538464,1,2,5,8,2,5,6,4,0,0,1,0,0,0,2,-1,-1,1,0
Computer Science,3.32,1,0,1,1,1,1,1,1,1,0,0,3,1,1,4,3,8,12,0.6153846153846154,5,7,9,7,4,5,4,2,0,0,0,0,1,1,0,0,1,0,0
Cybersecurity,3.22,0,0,1,1,1,1,0,0,1,1,0,3,2,2,2,3,6,12,0.46153846153846156,4,7,8,9,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0
AI,3.5,1,0,0,1,1,1,0,0,1,0,0,2,1,5,3,4,5,15,0.3125,5,6,9,9,3,3,3,-1,0,0,0,0,1,1,-1,0,2,-1,0
AI,3.21,0,0,0,1,0,0,1,0,0,0,1,4,2,4,3,5,3,18,0.15789473684210525,1,6,8,14,1,7,2,4,0,0,0,0,0,0,-1,0,0,2,0
Cybersecurity,3.78,0,0,1,0,1,0,0,1,1,0,0,1,5,5,1,5,4,17,0.2222222222222222,2,1,3,11,2,1,4,1,0,0,1,0,0,0,2,0,0,0,-1
Cybersecurity,3.29,1,0,1,0,1,1,0,0,0,1,0,5,4,2,1,4,5,16,0.29411764705882354,4,7,9,14,4,3,2,1,0,0,0,0,1,0,0,1,0,0,0
AI,3.09,1,1,0,0,1,0,0,1,1,1,0,1,5,4,4,5,6,19,0.3,3,1,3,8,4,4,6,3,0,0,1,0,1,0,2,-1,-1,1,-1
Data Science,3.24,0,0,0,1,1,1,0,0,1,0,1,5,4,5,3,2,5,19,0.25,4,9,11,19,2,3,2,0,0,0,0,0,0,1,-1,0,2,0,0
Software Engineering,2.81,1,0,0,0,1,0,1,1,0,0,0,1,2,5,3,2,4,13,0.2857142857142857,3,1,3,7,4,4,2,3,0,0,0,0,1,0,0,1,-1,1,-1
Data Science,3.85,1,0,0,1,0,1,1,0,0,1,1,2,2,4,3,5,6,16,0.35294117647058826,3,6,8,9,3,9,2,5,1,1,0,1,0,1,-2,0,0,2,1
Data Science,3.21,1,0,0,0,0,1,0,0,0,0,0,3,2,5,3,4,2,17,0.1111111111111111,2,5,9,13,1,2,2,0,0,0,0,0,0,0,-1,0,1,-1,1
Data Science,2.94,1,1,1,1,0,1,1,0,0,1,0,3,2,5,2,4,7,16,0.4117647058823529,3,7,9,12,3,8,5,4,1,1,0,1,0,1,0,-1,0,1,1
Software Engineering,3.86,1,1,0,1,1,1,0,0,0,1,0,3,5,3,4,2,6,17,0.3333333333333333,5,7,9,12,4,5,3,1,0,0,0,0,1,1,-1,0,1,0,0
Data Science,3.43,1,0,0,1,1,1,1,0,1,1,0,5,4,5,4,2,7,20,0.3333333333333333,5,9,10,17,5,7,3,3,1,0,0,1,1,1,-1,0,0,1,0
AI,3.13,1,1,1,0,1,0,0,0,1,1,0,2,5,2,1,2,6,12,0.46153846153846156,3,2,4,8,4,4,7,2,0,0,1,0,1,0,3,-1,-1,1,-1
Computer Science,2.83,1,0,0,1,1,1,1,0,0,1,0,4,5,2,3,2,6,16,0.35294117647058826,5,8,9,13,5,7,1,3,1,0,0,1,1,1,-2,1,0,1,0
Data Science,3.27,1,0,1,1,1,1,1,0,0,0,0,5,1,3,4,3,6,16,0.35294117647058826,5,9,11,13,4,5,2,1,0,0,0,0,1,1,-1,1,1,0,0
AI,2.81,1,0,0,1,1,1,1,1,1,1,1,3,5,2,5,2,9,17,0.5,5,7,8,11,5,8,3,5,1,0,0,1,1,1,-1,0,0,2,0
Software Engineering,3.95,0,1,1,1,0,1,0,1,1,1,0,1,3,2,3,4,7,13,0.5,2,5,7,7,1,5,6,3,0,1,0,0,0,1,1,-2,1,0,1
AI,3.13,1,0,0,0,1,1,1,0,0,0,1,4,3,4,3,2,5,16,0.29411764705882354,4,6,8,14,4,4,1,2,0,0,0,0,1,0,-1,1,0,1,0
AI,3.43,1,0,1,0,1,1,1,0,0,0,0,5,2,5,3,5,5,20,0.23809523809523808,4,7,9,16,4,3,2,1,0,0,0,0,1,0,0,1,0,0,0
Data Science,3.08,1,1,1,0,0,1,0,1,0,1,1,2,5,5,4,3,7,19,0.35,2,4,7,13,2,5,5,4,0,0,0,0,0,0,1,-1,0,1,1
Cybersecurity,3.71,0,1,1,1,0,1,1,1,1,0,0,2,5,1,3,3,7,14,0.4666666666666667,2,6,8,11,1,5,6,3,0,1,0,0,0,1,1,-2,1,0,1
Cybersecurity,3.5,1,1,1,1,1,0,1,0,1,1,0,1,5,4,2,5,8,17,0.4444444444444444,4,3,4,8,5,8,7,4,1,0,1,1,1,0,2,-1,-1,2,-1
AI,3.73,1,1,0,0,0,0,0,0,1,1,0,4,3,5,3,2,4,17,0.2222222222222222,1,4,7,14,2,5,7,3,0,0,1,0,0,0,2,-2,-1,1,0
Software Engineering,3.13,1,1,1,1,0,0,1,0,0,1,0,4,2,3,3,5,6,17,0.3333333333333333,2,6,8,11,3,9,6,5,1,0,1,1,0,0,1,-1,-1,2,0
Computer Science,2.61,1,1,1,0,0,0,0,0,1,1,0,3,3,3,1,3,5,13,0.35714285714285715,1,3,6,10,2,5,8,3,0,0,1,0,0,0,3,-2,-1,1,0
Data Science,3.27,1,1,1,1,0,1,1,0,1,0,1,5,2,3,1,1,8,12,0.6153846153846154,3,9,12,15,2,7,7,3,0,1,0,0,0,1,1,-2,1,1,1
Computer Science,3.32,1,0,0,1,1,1,1,0,0,0,0,2,3,5,5,2,5,17,0.2777777777777778,5,6,8,11,4,5,1,1,0,0,0,0,1,1,-2,1,1,0,0
Cybersecurity,3.58,1,1,0,1,0,1,1,0,0,0,0,5,4,1,4,1,5,15,0.3125,3,9,12,15,2,6,4,2,0,1,0,0,0,1,-1,-1,1,0,1
AI,3.89,1,0,1,0,0,1,0,1,0,1,0,1,1,1,2,2,5,7,0.625,2,3,6,3,2,4,3,3,0,0,0,0,0,0,0,0,0,0,1
Computer Science,3.94,0,0,1,1,0,1,0,0,0,1,1,3,1,3,5,2,5,14,0.3333333333333333,2,7,9,10,1,6,2,3,0,1,0,0,0,1,-1,0,1,1,1
Computer Science,3.5,0,1,0,1,1,0,0,1,0,1,0,5,5,4,3,2,5,19,0.25,3,7,8,17,3,5,3,3,0,0,1,0,0,0,0,0,0,1,-1
AI,2.54,0,0,0,1,1,1,1,1,1,1,1,1,2,1,2,3,8,9,0.8,4,5,5,4,4,7,2,5,1,0,0,1,0,1,-1,0,0,2,0
Data Science,3.2,1,1,0,1,1,1,0,0,0,0,0,1,2,5,4,3,5,15,0.3125,5,5,8,8,3,3,3,-1,0,0,0,0,1,1,-1,0,2,-1,0
Data Science,3.54,0,1,0,1,1,0,1,1,1,1,1,5,2,5,2,5,8,19,0.4,3,7,7,15,4,8,5,6,1,0,1,1,0,0,1,-1,-1,3,-1
Data Science,3.72,1,0,0,0,1,1,0,1,0,0,0,3,3,5,5,3,4,19,0.2,4,5,8,13,3,1,1,0,0,0,0,0,1,0,-1,1,1,-1,0
Data Science,3.12,0,0,1,1,0,0,1,0,1,1,1,2,3,4,2,2,6,13,0.42857142857142855,1,4,5,10,2,9,5,6,1,0,1,1,0,0,1,-1,-1,3,0
Software Engineering,3.46,1,0,0,0,1,1,0,0,0,0,1,3,3,1,5,4,4,16,0.23529411764705882,4,5,8,9,3,2,1,0,0,0,0,0,1,0,-1,1,1,0,0
Computer Science,2.82,1,0,1,0,0,1,0,0,0,1,1,1,1,4,2,3,5,11,0.4166666666666667,2,3,6,6,2,5,3,3,0,0,0,0,0,0,0,0,0,1,1
Data Science,3.4,1,0,0,1,1,1,0,1,0,0,0,4,2,5,3,3,5,17,0.2777777777777778,5,8,11,14,3,3,1,0,0,0,0,0,1,1,-2,1,2,-1,0
Software Engineering,2.5,1,0,1,1,1,0,0,1,1,0,0,4,2,1,5,1,6,13,0.42857142857142855,4,6,9,9,3,4,5,1,0,0,1,0,1,0,1,0,1,0,-1
Cybersecurity,2.7,0,0,1,1,1,1,0,0,0,1,0,3,2,1,1,5,5,12,0.38461538461538464,4,7,8,8,3,4,1,1,0,0,0,0,0,1,-1,1,1,0,0
Software Engineering,3.45,0,1,0,1,0,1,0,0,1,0,0,2,1,3,5,3,4,14,0.26666666666666666,2,6,9,9,0,3,5,0,0,1,0,0,0,1,0,-2,2,-1,1
Data Science,3.97,1,1,1,1,1,1,1,0,0,0,0,3,1,5,2,4,7,15,0.4375,5,7,9,11,4,5,4,1,0,0,0,0,1,1,0,0,1,0,0
Data Science,3.03,0,1,1,1,0,0,0,1,0,1,1,1,2,4,2,1,6,10,0.5454545454545454,1,3,5,7,1,7,5,5,0,0,1,0,0,0,1,-1,0,2,0
Computer Science,3.96,0,1,0,1,1,1,1,0,1,1,0,2,2,4,5,2,7,15,0.4375,4,6,6,9,4,6,4,3,1,0,0,1,0,1,0,-1,0,1,0
Data Science,3.76,1,0,1,1,1,1,0,0,0,0,0,4,2,5,2,4,5,17,0.2777777777777778,5,8,11,14,3,3,2,-1,0,0,0,0,1,1,-1,1,2,-1,0
Software Engineering,3.52,0,1,1,0,0,0,1,0,1,1,0,2,5,4,5,4,5,20,0.23809523809523808,0,2,3,12,2,6,7,5,0,0,1,1,0,0,3,-2,-2,2,0
Data Science,3.5,1,0,1,1,1,1,0,0,0,0,0,5,3,5,4,2,5,19,0.25,5,9,12,17,3,3,2,-1,0,0,0,0,1,1,-1,1,2,-1,0
Software Engineering,3.52,0,1,0,0,1,1,0,1,0,1,1,2,2,4,4,4,6,16,0.35294117647058826,3,4,5,9,3,3,2,3,0,0,0,0,0,0,0,0,0,1,0
Data Science,3.88,1,1,0,0,1,1,1,0,0,1,0,3,2,4,3,4,6,16,0.35294117647058826,4,5,6,10,5,5,3,3,0,0,0,1,1,0,0,0,-1,1,0
Software Engineering,2.94,1,0,1,0,0,0,0,1,1,0,1,3,5,3,5,4,5,20,0.23809523809523808,1,3,7,13,1,4,6,3,0,0,1,0,0,0,2,-1,0,1,0
Software Engineering,3.67,0,1,0,1,1,1,0,0,1,1,1,3,1,1,5,1,7,11,0.5833333333333334,4,7,8,7,3,5,4,2,0,0,0,0,0,1,0,-1,1,1,0
Data Science,2.84,1,1,0,0,1,0,1,0,0,0,1,4,2,5,3,5,5,19,0.25,3,4,6,13,4,5,4,3,0,0,1,0,1,0,1,0,-1,2,-1
Data Science,3.42,1,0,0,0,0,1,1,0,1,0,0,5,4,5,5,3,4,22,0.17391304347826086,2,7,10,19,2,4,4,2,0,0,0,0,0,0,0,-1,0,0,1
Software Engineering,2.93,1,0,1,1,0,1,1,0,0,1,0,4,1,1,2,2,6,10,0.5454545454545454,3,8,10,9,3,8,3,4,1,1,0,1,0,1,-1,0,0,1,1
Data Science,3.78,0,0,1,1,1,1,1,1,0,1,1,5,3,3,2,2,8,15,0.5,4,9,9,15,4,7,1,5,1,0,0,1,0,1,-1,1,0,2,0
AI,3.23,1,1,0,1,1,1,0,0,0,0,0,3,3,4,4,1,5,15,0.3125,5,7,10,12,3,3,3,-1,0,0,0,0,1,1,-1,0,2,-1,0
Computer Science,3.62,1,0,0,1,1,0,1,0,1,1,0,4,1,3,4,5,6,17,0.3333333333333333,4,6,7,9,5,8,4,4,1,0,1,1,1,0,0,0,-1,2,-1
Computer Science,2.72,1,1,1,1,1,0,1,0,1,1,1,2,4,2,2,3,9,13,0.6428571428571429,4,4,5,7,5,9,7,5,1,0,1,1,1,0,2,-1,-1,3,-1
Cybersecurity,3.34,1,1,1,1,1,1,1,1,1,1,0,1,2,1,4,1,10,9,1.0,5,5,6,3,5,7,6,4,1,0,0,1,1,1,1,-1,0,1,0
Cybersecurity,3.6,0,1,1,0,1,0,0,1,1,1,0,1,4,2,2,4,6,13,0.42857142857142855,2,1,2,6,3,3,6,3,0,0,1,0,0,0,3,-1,-1,1,-1
Data Science,3.24,1,0,1,1,1,1,1,0,0,0,0,3,3,5,3,2,6,16,0.35294117647058826,5,7,9,13,4,5,2,1,0,0,0,0,1,1,-1,1,1,0,0
AI,3.28,0,1,1,0,0,0,1,0,0,1,0,4,1,5,3,5,4,18,0.21052631578947367,0,4,5,13,2,6,5,5,0,0,1,1,0,0,2,-1,-2,2,0
Cybersecurity,2.63,0,1,0,1,1,0,0,1,0,0,1,2,3,5,1,5,5,16,0.29411764705882354,3,4,6,11,2,4,3,2,0,0,1,0,0,0,0,0,1,1,-1
Computer Science,3.0,0,0,1,1,1,1,0,1,0,0,0,2,5,1,5,1,5,14,0.3333333333333333,4,6,8,10,2,2,1,0,0,0,0,0,0,1,-1,1,2,-1,0
AI,3.51,0,0,0,1,0,1,0,0,0,1,1,2,3,4,4,2,4,15,0.25,2,6,8,11,1,6,1,3,0,1,0,0,0,1,-2,0,1,1,1
Data Science,3.54,0,1,1,1,0,0,1,1,0,1,0,1,4,4,3,3,6,15,0.375,1,3,4,9,2,8,5,6,1,0,1,1,0,0,1,-1,-1,2,0
AI,3.51,1,1,0,0,1,1,0,0,0,0,0,3,3,5,1,2,4,14,0.26666666666666666,4,5,8,13,3,1,3,-1,0,0,0,0,1,0,0,0,1,-1,0
Data Science,3.29,1,0,0,1,0,1,0,0,0,0,0,4,3,4,3,2,3,16,0.17647058823529413,3,8,12,15,1,4,2,0,0,1,0,0,0,1,-2,0,2,-1,1
AI,2.78,0,0,1,1,0,0,1,1,0,1,1,2,4,3,5,2,6,16,0.35294117647058826,1,4,5,10,2,9,3,7,1,0,0,1,0,0,0,0,-1,3,0
Data Science,2.87,1,1,0,1,0,1,1,1,1,1,1,1,3,2,3,5,9,14,0.6,3,5,7,6,3,9,6,6,1,1,0,1,0,1,0,-2,0,2,1
Computer Science,3.33,1,0,0,1,0,1,0,0,1,1,1,5,5,2,4,3,6,19,0.3,3,9,12,16,2,7,4,3,0,1,0,0,0,1,-1,-1,1,1,1
Computer Science,3.15,1,0,0,1,0,0,1,1,0,1,1,4,2,5,3,4,6,18,0.3157894736842105,2,6,8,13,3,10,3,7,1,0,0,1,0,0,-1,0,-1,3,0
Software Engineering,2.79,1,0,0,1,1,0,1,0,1,1,1,2,5,1,4,4,7,16,0.4117647058823529,4,4,5,7,5,9,4,5,1,0,1,1,1,0,0,0,-1,3,-1
Data Science,2.78,1,0,0,1,0,1,0,0,0,0,0,5,3,3,5,3,3,19,0.15,3,9,13,16,1,4,2,0,0,1,0,0,0,1,-2,0,2,-1,1
Cybersecurity,3.23,1,1,0,0,0,0,0,0,0,1,1,4,4,2,4,5,4,19,0.2,1,4,7,12,2,6,5,4,0,0,1,0,0,0,1,-1,-1,2,0
Cybersecurity,2.59,0,1,0,0,0,1,1,1,1,0,0,5,4,3,5,1,5,18,0.2631578947368421,1,7,9,18,1,3,5,3,0,0,0,0,0,0,1,-2,0,0,1
Software Engineering,3.19,0,1,0,1,1,0,0,1,0,0,0,4,1,1,1,1,4,8,0.4444444444444444,3,6,8,9,2,3,3,1,0,0,1,0,0,0,0,0,1,0,-1
Data Science,2.65,1,1,0,1,0,1,0,0,1,0,1,5,1,1,3,2,6,12,0.46153846153846156,3,9,13,12,1,5,6,1,0,1,0,0,0,1,0,-2,2,0,1
AI,2.65,1,0,1,0,0,1,1,0,1,0,0,3,1,5,3,1,5,13,0.35714285714285715,2,5,8,12,2,4,5,2,0,0,0,0,0,0,1,-1,0,0,1
Computer Science,3.12,0,1,1,1,0,0,1,0,1,0,1,5,3,1,2,5,6,16,0.35294117647058826,1,7,9,14,1,7,7,4,0,0,1,0,0,0,2,-2,0,2,0
Computer Science,3.47,0,1,0,1,0,1,0,0,0,0,0,5,1,4,4,2,3,16,0.17647058823529413,2,9,12,16,0,3,3,0,0,1,0,0,0,1,-1,-1,2,-1,1
Software Engineering,3.08,1,0,0,1,0,1,1,0,0,1,0,5,1,5,2,4,5,17,0.2777777777777778,3,9,11,15,3,8,2,4,1,1,0,1,0,1,-2,0,0,1,1
Cybersecurity,2.99,0,1,0,1,1,0,1,0,0,0,1,1,2,5,2,1,5,11,0.4166666666666667,3,3,4,8,3,6,3,3,0,0,1,0,0,0,0,0,0,2,-1
Data Science,3.34,1,1,0,1,1,1,0,0,0,0,0,4,3,3,5,4,5,19,0.25,5,8,11,13,3,3,3,-1,0,0,0,0,1,1,-1,0,2,-1,0
Computer Science,3.85,1,0,0,1,1,0,0,0,1,0,0,2,2,4,4,4,4,16,0.23529411764705882,4,4,7,8,3,4,4,0,0,0,1,0,1,0,0,0,1,0,-1
Data Science,3.42,1,1,0,1,1,1,0,0,0,0,0,4,5,4,5,3,5,21,0.22727272727272727,5,8,11,16,3,3,3,-1,0,0,0,0,1,1,-1,0,2,-1,0
Data Science,3.23,1,1,0,1,0,0,0,0,0,0,0,3,1,4,3,5,3,16,0.17647058823529413,2,5,9,10,1,5,5,1,0,0,1,0,0,0,0,-1,1,0,0
Computer Science,2.84,1,1,0,1,0,0,1,0,0,1,0,4,2,3,4,2,5,15,0.3125,2,6,8,11,3,9,5,5,1,0,1,1,0,0,0,-1,-1,2,0
Computer Science,2.87,0,0,0,1,0,1,1,1,0,0,0,1,2,4,5,3,4,15,0.25,2,5,7,9,1,5,1,3,0,1,0,0,0,1,-2,0,1,0,1
Computer Science,3.85,0,1,0,1,1,0,1,0,1,1,0,4,5,2,5,1,6,17,0.3333333333333333,3,6,6,13,4,7,5,4,1,0,1,1,0,0,1,-1,-1,2,-1
Software Engineering,3.19,1,0,1,1,0,0,0,1,0,0,0,4,1,2,2,2,4,11,0.3333333333333333,2,6,10,10,1,5,4,2,0,0,0,0,0,0,0,0,1,0,0
Software Engineering,3.0,1,0,1,1,1,1,0,0,0,1,0,1,1,3,4,4,6,13,0.42857142857142855,5,5,7,4,4,5,2,1,0,0,0,0,1,1,-1,1,1,0,0
Cybersecurity,3.46,1,1,1,0,0,1,0,0,1,1,0,4,3,3,5,4,6,19,0.3,2,6,9,13,2,4,7,2,0,0,0,0,0,0,2,-2,0,0,1
AI,3.09,0,1,0,0,1,1,1,1,1,1,1,5,1,1,3,5,8,15,0.5,3,7,7,11,4,5,4,5,0,0,0,1,0,0,1,-1,-1,2,0
Data Science,3.18,1,0,1,1,0,1,1,0,0,0,0,3,3,3,4,4,5,17,0.2777777777777778,3,7,10,12,2,6,3,2,0,1,0,0,0,1,-1,0,1,0,1
Computer Science,3.16,1,0,0,0,1,0,0,0,0,1,0,4,3,2,1,5,3,15,0.1875,3,4,6,10,4,4,2,2,0,0,0,0,1,0,0,1,-1,1,-1
Cybersecurity,3.1,0,1,1,0,0,1,1,0,1,1,1,4,1,2,2,4,7,13,0.5,1,6,7,11,2,6,6,5,0,0,0,1,0,0,2,-2,-1,2,1
Data Science,2.92,1,0,0,1,0,1,1,0,0,0,0,4,3,3,5,4,4,19,0.2,3,8,11,14,2,6,2,2,0,1,0,0,0,1,-2,0,1,0,1
Software Engineering,3.4,0,1,0,0,0,1,0,1,1,0,1,2,1,2,4,4,5,13,0.35714285714285715,1,4,7,8,0,2,5,2,0,0,0,0,0,0,1,-2,1,0,1
Computer Science,3.92,1,0,0,1,1,1,0,0,1,1,0,3,5,1,5,3,6,17,0.3333333333333333,5,7,9,10,4,5,3,1,0,0,0,0,1,1,-1,0,1,0,0
